1,0.6579572446555819,30,40.0
1,0.6579572446555819,45,50.0
1,0.6579572446555819,60,53.333333333333336
1,0.6579572446555819,75,55.00000000000001
10,0.9496437054631829,30,52.0
10,0.9496437054631829,45,60.0
10,0.9496437054631829,60,65.71428571428571
10,0.9496437054631829,75,70.0
20,0.9612034837688044,30,66.66666666666666
20,0.9612034837688044,45,70.0
20,0.9612034837688044,60,72.72727272727273
20,0.9612034837688044,75,75.0
25,0.9570071258907363,30,72.3076923076923
25,0.9570071258907363,45,74.28571428571429
25,0.9570071258907363,60,76.0
25,0.9570071258907363,75,77.5
50,0.9482185273159145,30,74.11764705882354
50,0.9482185273159145,45,74.44444444444444
50,0.9482185273159145,60,74.73684210526315
50,0.9482185273159145,75,76.0
75,0.9197149643705463,30,74.28571428571429
75,0.9197149643705463,45,75.45454545454545
75,0.9197149643705463,60,76.52173913043478
75,0.9197149643705463,75,77.5
100,0.9111638954869359,30,75.2
100,0.9111638954869359,45,76.15384615384615
100,0.9111638954869359,60,77.03703703703704
100,0.9111638954869359,75,77.85714285714286
1,0.6579572446555819,30_deg_TEST/,40.0
1,0.6579572446555819,45_deg_TEST/,50.0
1,0.6579572446555819,60_deg_TEST/,53.333333333333336
1,0.6579572446555819,75_deg_TEST/,55.00000000000001
1,0.6579572446555819,Test/,60.0
10,0.9496437054631829,30_deg_TEST/,56.666666666666664
10,0.9496437054631829,45_deg_TEST/,62.857142857142854
10,0.9496437054631829,60_deg_TEST/,67.5
10,0.9496437054631829,75_deg_TEST/,71.11111111111111
10,0.9496437054631829,Test/,74.0
20,0.9612034837688044,30_deg_TEST/,70.9090909090909
20,0.9612034837688044,45_deg_TEST/,73.33333333333333
20,0.9612034837688044,60_deg_TEST/,75.38461538461539
20,0.9612034837688044,75_deg_TEST/,77.14285714285715
20,0.9612034837688044,Test/,78.66666666666666
25,0.9570071258907363,30_deg_TEST/,76.25
25,0.9570071258907363,45_deg_TEST/,77.64705882352942
25,0.9570071258907363,60_deg_TEST/,78.88888888888889
25,0.9570071258907363,75_deg_TEST/,80.0
25,0.9570071258907363,Test/,81.0
50,0.9482185273159145,30_deg_TEST/,78.0952380952381
50,0.9482185273159145,45_deg_TEST/,78.18181818181819
50,0.9482185273159145,60_deg_TEST/,78.26086956521739
50,0.9482185273159145,75_deg_TEST/,79.16666666666666
50,0.9482185273159145,Test/,80.0
75,0.9197149643705463,30_deg_TEST/,78.46153846153847
75,0.9197149643705463,45_deg_TEST/,79.25925925925927
75,0.9197149643705463,60_deg_TEST/,80.0
75,0.9197149643705463,75_deg_TEST/,80.6896551724138
75,0.9197149643705463,Test/,81.33333333333333
100,0.9111638954869359,30_deg_TEST/,79.35483870967742
100,0.9111638954869359,45_deg_TEST/,80.0
100,0.9111638954869359,60_deg_TEST/,80.60606060606061
100,0.9111638954869359,75_deg_TEST/,81.17647058823529
100,0.9111638954869359,Test/,81.71428571428572
